text,label,game
"[h2]RE2 Remake: A masterclass in survival horror[/h2]


After playing Resident Evil 1 a few months ago, I was honestly a little concerned about how much I would enjoy Resident Evil 2. While I could appreciate what RE1 was trying to do, a lot of its older design choices made it difficult for me to fully enjoy in 2026. Thankfully, RE2 Remake takes everything that made the classic Resident Evil games great and modernises it without losing what made them special in the first place.

After completing both Leon and Claire's campaigns, I can safely say I understand why this game is held in such high regard. It delivers fantastic survival horror gameplay, an incredible atmosphere, memorable characters, and some genuinely terrifying moments that had me constantly on edge.


[h3]The Good[/h3]


The first thing that stood out to me was the atmosphere. From the moment you step into the Raccoon City Police Department, the game does an incredible job of making you feel uncomfortable. Every dark corridor feels dangerous, every door could hide something waiting to jump out at you, and the constant lack of resources means you're always thinking carefully about every encounter. The Police Station itself is brilliantly designed and was easily my favourite area in the game. Slowly unlocking new sections, finding shortcuts, solving puzzles and learning the layout was incredibly satisfying.

The gameplay is where RE2 Remake really shines. It manages to keep the survival horror identity of the older games while making everything feel modern and smooth to play. Resource management remains important, enemies stay threatening for most of the game, and exploration is constantly rewarded. In fact, I somehow managed to miss the shotgun and several other weapons for almost my entire first Leon playthrough, meaning I got to the end of the sewers with little more than my starting pistol. While that was entirely my own fault, it showed just how much the game rewards players who take the time to properly explore.

One of the biggest highlights of the game is The Tyrant, known unofficially as Mr. X. I genuinely think he is one of the best horror enemies I've encountered in gaming. Hearing his footsteps getting closer while you're trying to solve a puzzle or search a room creates an incredible amount of tension. The first time he smashed through a wall in front of me nearly made me jump out of my chair. Even after completing both campaigns, he never really stopped being intimidating. The fact that he remains a constant threat without becoming overly frustrating is a huge achievement.

The presentation is also fantastic. The graphics still look incredible, with highly detailed character models, excellent lighting, and some genuinely impressive environmental detail. Combined with the excellent sound design, the game does a brilliant job of keeping the tension high. The music that plays when Mr. X spots you immediately puts you into panic mode, while the audio during the plant zombie sections was some of the most unsettling sound design I've heard in a horror game.

I also really enjoyed both campaigns. Leon and Claire are both likeable protagonists and I never found myself wishing I was playing as one over the other. Leon's campaign was probably my favourite from a gameplay perspective because I preferred his weapons, while Claire's campaign had some stronger story moments, particularly her relationship with Sherry. The differences between the A and B scenarios were also larger than I expected, giving the game a lot of replay value and making a second playthrough feel worthwhile rather than repetitive.


[h3]The Bad[/h3]


The biggest criticism I have is that while the story is good, it never reaches the level of greatness that some of gaming's best narratives achieve. There are some strong character moments and a few memorable twists, but this is very much a game carried by its gameplay, atmosphere and level design rather than its story.

I also think the A and B scenarios were a slight missed opportunity. I enjoyed both campaigns and appreciated the differences between them, but I would have loved to see them more directly interconnected. Instead, they often feel like alternate versions of events rather than two stories happening alongside one another. It isn't a major issue, but it feels like there was potential for something even better.

Finally, while the Sewers and Laboratory are both good areas, neither of them quite reaches the same level of quality as the Police Station. The opening section of the game is so strong that the later environments struggle to match it.


[h3]Final Thoughts[/h3]


Resident Evil 2 Remake is exactly what a remake should be. It successfully modernises a classic game while preserving everything that made the original special. The gameplay is excellent, the atmosphere is fantastic, the presentation still holds up incredibly well, and Mr. X is one of the most memorable horror antagonists I've encountered in a game.

More importantly, this is the Resident Evil game I would recommend to newcomers. While I can appreciate the importance of Resident Evil 1, Resident Evil 2 Remake feels like the perfect entry point for modern players. It delivers the survival horror experience the series is known for without many of the frustrations that come with older game design.

It may not have a masterpiece-level story, but almost everything else it does is outstanding.


[h2]Rating: 9.0/10[/h2]",analysis,Resident Evil 2 (2019 Remake)
"Amazing game, the RPD level design is a masterpiece",analysis,Resident Evil 2 (2019 Remake)
im so ass the game asked me if i wanted to switch to easy mode,quick_take,Resident Evil 2 (2019 Remake)
"Part of a series of remakes by Capcom, this remake came after RE7, which personally was my introduction to the franchise. As a child, I loved watching horror but not playing them! I haven't actually finished watching RE2R when I first started playing this game, and I was in for a ride. RE2R was technically the first RE game I have tried, but isn't the first RE game I completed, as that title belongs to RE4R. Playing through the early sections of the game, I got so scared, I stopped for 1-2 years, before mustering up my courage to beat RE4R and then this game.

I've heard horror stories of people softlocking themselves, but as a perfectionist, I tried to get every item in my first run as Leon and luckily didn't face that problem. The first time anxiety crept in was when I encountered Mr X unknowingly. He kept appearing and chasing after me half the time and that was pure panic-inducing. I believe the highlight of this game is definitely the run-ins with Mr X... Playing through and beating this game has definitely given me some more confidence in playing horror games.

The more times you interact and/or die to an enemy, makes you less scared of the game! And watching it versus playing and experiencing it is COMPLETELY different, and sure did not make me less scared for the Regeneradors in RE4R or for Mr X...",personal_story,Resident Evil 2 (2019 Remake)
"Flow: 10/10
Story: 9/10
Game Design: 10/10
Replay Value: 8/10

I just beat a Leon A/Claire B run. The story kept me hooked and the suspense kept building. I was really excited by how well designed the gameplay loop was. It was intuitive and forced you to think critically and adapt till the very end. I rate this a Mr. X/Umbrella Corps.",analysis,Resident Evil 2 (2019 Remake)
"leon can't run, he's horrible at CQC and looks nothing like Naked Snake but damn is he looking good",analysis,Resident Evil 2 (2019 Remake)
My first entry to the Resident Evil Remake series and I was blown away by how good it is compared to the original game. 100% this game purely on a Steamdeck and it played beautifully. Now onwards to Resident Evil 3 and 4 remakes. Highly recommended if you love survival horror and action games in general.,personal_story,Resident Evil 2 (2019 Remake)
"For $60, the amount of insane quality and polish you get here is staggering. If you like games that actually make you uncomfortable instead of just holding your hand, this is the absolute peak of the genre. Capcom took notes on everything that worked in RE7 (crafting, the weapon wheel, diegetic cassette tapes) and fixed everything that didn't.

THE CAMPAIGN STRUCTURE:
Play Leon A, and then play Claire B if you want a true challenge. It is a perfect pairing, and for the first time, the A and B scenarios feel like narrative equals. Leon is no longer a passive spectator, and Claire’s fierce, protective characterization is easily the best version of her in the franchise.

THE CLAIRE B ARSENAL:
While Leon gets standard heavy-duty firearms, Claire gets a completely unique, highly tactical loadout:

Handgun: Utilizes enhanced ammo making a brilliant return from RE7.

Grenade Launcher: Forces tactical choices between Flame and Acid rounds depending on the enemy.

Spark Shot: A unique slot-waster that deals massive damage, provided you are patient and good with your spatial positioning.

Submachine Gun: Brilliantly rebalanced from 1998—buffed because you can craft the ammo, but nerfed with a 24-round magazine and lower damage. Incredibly useful for the final G5 fight.

Minigun: The ultimate, earned payoff for the G4 fight.

THE SURVIVAL ECONOMY CLIMAX:
That sounds like a lot of firepower, but ammo is brutally scarce—you either get ammo you don't needor you craft the ammo you want yourself. I found myself completely out of ammo and heals against the G4 and G5 Birkin fights on the B Scenario. That is exactly how Survival Horror is meant to be played: you should be down on one knee, completely desperate, shooting a boss to pieces with whatever bullets you have left. This game delivers that exact tension perfectly.

THE MECHANICS & AI:

No Free Defense: Unlike RE7, there is no zero-cost block button to cheese encounters. You actually have to respect the physical space of the hallways. There are defensive items which make a return from RE1 Remake. 

The Apex Predator: Mr. X is a calculated, terrifying force of nature who chases everybody regardless of your scenario. In Leon's story he is an active antagonist. His dynamic stalking forces you to make reckless errors and ruins your perfectly planned save-room trips.

The Minor Characters: Kendo, Marvin, and Annette Birkin are completely fleshed out with devastating emotional weight. Even Ben Bertolucci is vastly improved; his pure, expressive terror perfectly establishes the stakes.

THE CUT CONTENT:
Yes, the 1998 ""Zapping System"" is gone, but honestly, it makes total sense. Trying to code that level of persistent state-tracking into the massive, dynamic physics ecosystem of the RE Engine would be a nightmare. The sheer quality of the standalone campaigns more than makes up for it.",analysis,Resident Evil 2 (2019 Remake)
great gameplay fun story and pretty difficult some times,quick_take,Resident Evil 2 (2019 Remake)
The inhabitants are malicious.,quick_take,Resident Evil 2 (2019 Remake)
"I lowk came into this game not expecting much but it was actually pretty fun. The going back and forth was genuinely miserable and Mr. X made me quit out of fear multiple times but through all of that, it was enjoyable to say the least. Highly recommend if you got nothing to do with your life.",personal_story,Resident Evil 2 (2019 Remake)
"yesssss dis was awesome!!!!!!!!!!!!

dis is like my first foray into da resident evil series and it was so fun!!!!!!! i quickly realized da fear doesn't come from da imagery and da zombies but from inventory management and from bein put in situations dat can drain your resources HAUSGHSBSKSN",analysis,Resident Evil 2 (2019 Remake)
"Seven Minutes. Seven Minutes is all I can spare to escape RPD. 
- hunk probably

Overall best remake of all time, the zombie spam on the ghost survivors were a bit painful to deal without optimal run.",analysis,Resident Evil 2 (2019 Remake)
this game ruined my life i hate it,quick_take,Resident Evil 2 (2019 Remake)
I loved the jump scares and the puzzles.,personal_story,Resident Evil 2 (2019 Remake)
"This game has like 2 diffferent story runs, multiple modes and best looking visuals. Must play this before any other RE game",analysis,Resident Evil 2 (2019 Remake)
genuinely one of the best games i've ever played,quick_take,Resident Evil 2 (2019 Remake)
"RE2 accomplishes its mission of being a horror game very well imo... i was screaming and was on-edge for much of the game. i think that playing this after RER1 and RE0 really opened my eyes, because it was much scarier LOL. i really loved the characters and the storyline in this game. Sherry is my BABY! :3",personal_story,Resident Evil 2 (2019 Remake)
"If someone asked me what survival horror was, they'd be getting a link to this games steam page.

Regardless of what was lost on the cutting room floor in the journey of remaking it, what is here is undeniably superb.",analysis,Resident Evil 2 (2019 Remake)
Really really good horror game. Play Leon's campaign first and then play Clair's campaign. Great entry point to RE games.,personal_story,Resident Evil 2 (2019 Remake)
"I will not finish this, I wish creator will be stoned for birking fight and leak of ammo/health. ♥♥♥♥ capcom ♥♥♥♥♥♥♥ in their undies",analysis,Resident Evil 2 (2019 Remake)
"Great gameplay and story till now, i love the survival horror of this game. keeps you on your toes",analysis,Resident Evil 2 (2019 Remake)
so cool but super tyrant is hard af,quick_take,Resident Evil 2 (2019 Remake)
"good game, really makes me realise how much of a ♥♥♥♥♥ i am. 10/10",quick_take,Resident Evil 2 (2019 Remake)
"Very fun and atmospheric game that prioritzes story and supense. Inventory management and planning out your routes are an important part of the early game and it does not hold your hand on where to go. You have to rely on a sense of exploration and memory to get through. Which is a fun challenge. But if that's not your type of thing, you will likely get frustrated with the game. If that sounds like a good time, this game will be right up your alley. It's amazing.",analysis,Resident Evil 2 (2019 Remake)
"blue herbs are useless, extra modes suck and the sewers section make the game unreplayable, great game tho",analysis,Resident Evil 2 (2019 Remake)
the game is fun and scared me more than once but i didn't like when the tall dude in a black suit touched me,personal_story,Resident Evil 2 (2019 Remake)
this game is one of the best ive played EVER its very fun and you should play it to if you can,analysis,Resident Evil 2 (2019 Remake)
"Cool zombie survival game.
no way out scenario is retarded.",quick_take,Resident Evil 2 (2019 Remake)
happy to play the game and I'll play others from the seri resident evil <3 u hae to try it really,personal_story,Resident Evil 2 (2019 Remake)
Great horror game for people who never played horror games before. Always keeps you on edge and has very smooth game mechanics.,analysis,Resident Evil 2 (2019 Remake)
Great Game besides when nemsis is actively trying to kill,quick_take,Resident Evil 3 (2020 Remake)
4/10! A lot missing. Too linear. SHAME!,quick_take,Resident Evil 3 (2020 Remake)
"This game is good. It's not as spooky or tense as Resident Evil 2, it is very action packed though. Good game.",analysis,Resident Evil 3 (2020 Remake)
The residents were kinda evil.,quick_take,Resident Evil 3 (2020 Remake)
"I voluntarily played this...

it's just meh",quick_take,Resident Evil 3 (2020 Remake)
"If I could vote both yes and no I would. Honest review of this after completing it once. I feel overall the story is lacking. Like you're working up to getting to the bottom of Umbrella and the outbreak in Raccoon City playing as both Jill and Carlos. But Nemesis just feels more scripted and honestly he is more of an annoyance than an actual threat. As long as you're good with resources hunting and saving along with dodging, he's not that difficult. It's not a terrible game overall. Graphically it's a beautiful, story wise it could be better and it lacks replay value like the older PS2/PS3 era games had with the Mercenaries mode in Resident Evil 4 and 5. The Shop mode when unlocked doesn't offer much, just Jill's costume from RE2, a bunch of coins that assist in health and other attributes when equipped. You can unlock Jill's Samurai Edge which is a thousand times better than the standard pistol you start with. There is also a unlimited weapons but you need a bunch of points to unlock them by doing challenges in game. Overall, if you can get this game on sale like I did, it's worth a play. But I wouldn't pay full price for it, there are better games on Steam that are worth you time, as much as I like Resident Evil.",analysis,Resident Evil 3 (2020 Remake)
"Goin from 4 remake to this was NOT a good idea. Makes me wonder what could've been. The perfect dodge isn't that bad of a mechanic but damn is it finicky. Nemesis stage 2 boss fight was very annoying.  Storywise, I thought this was pretty cool and exciting. The fast paced action and always-movong-forward plot makes it move along a lot faster. Jill is a badass. Carlos is awesome. RIP Brad.",analysis,Resident Evil 3 (2020 Remake)
"I really enjoyed this one from beginning to end.
Jill was a great protagonist, the story moved at a perfect fast pace, and the action made every moment feel exciting. The graphics and overall presentation were excellent, and seeing this classic game remade with modern visuals made the whole experience even better.

Shorter than I expected, but still a very fun and memorable experience.",analysis,Resident Evil 3 (2020 Remake)
"Buy when there's discount, because Jill is my VALENTINE <3",quick_take,Resident Evil 3 (2020 Remake)
"[h1] I LOVE THE GAME BUT I FELT SHORT AND ROBBED [/h1]

I love the overall gameplay considering the dodging mechanics, gameplay was true to the original and the boss fights are new and exciting.

However, I was a little bit disappointed because lot of scenes are being taken away from the game, I was expecting to be somehow long like RE2R. And lot of unfamiliar routes (Though I understand capcom trying to make a new map, enemies and atmosphere but I'm sure fans would have more appreciated if they get what they already know from the original), the worm boss is also gone which is one of the iconic boss in RE3 game. 

But I can't deny that it is still a very good game, it has flaws but the gameplay definitely didn't disappoint.

Capcom, if you can read this lot of fans including me are still hoping you can still make a new proper RE3 Remake. Stay true to the original, if story has to be revised to make the story more cohesive and connected to other timeline that's fine but make the experience still similar to what we had from the Original RE3. It's not too late. 

OVERALL, I ENJOYED IT BUT I WANT MORE.",analysis,Resident Evil 3 (2020 Remake)
low-key scary but Carlos is there sometimes,quick_take,Resident Evil 3 (2020 Remake)
carlos ain't leon but i'll take it,quick_take,Resident Evil 3 (2020 Remake)
"very fun to play although the story isn't much, good replayability value, get it with discount.",personal_story,Resident Evil 3 (2020 Remake)
"I enjoyed RE3 remake more than the RE2 remake. Lots of shooter action, almost no boring content(except small sewers location). The game gets criticized for a short campaign, but it seemed fine to me. In 7 hours I got my fill of the game. 7/10",analysis,Resident Evil 3 (2020 Remake)
"I have mixed feelings about this one. Yes, it is short. Yes, some things don't make sense. Yes, it feels like someone started to piece a puzzle together but used wrong pieces on certain parts. I did, however, not hate it. Did I like it? Hmm, I think it was alright. They could have done so much more with this one. I would have loved to see that! The game itself looks amazing, the game mechanics were also fun, and the dynamic between Jill and Carlos? Loved it. Jill is a power house of a woman, and Carlos got heart and charm, so I'm sad they didn't do more with it!

So, for this, we will do some pros and cons, starting with the pros:

-Setup was interesting, seeing a different perspective of the same night/events of when things got to ♥♥♥♥ in Racoon City
-Environment looked beautiful
-Dynamic between Jill and Carlos was fun
-Carlos little jokes and interaction with the environment
-Nemesis was a badass of a main enemy
-Save-room music was amazing, overall sound design was great
-Game was the grossest yet so far
-Hospital area was really fun

Here are the cons:

-I felt that there weren't enough puzzle elements
-Story sometimes felt thrown together with scenes clearly missing
-Clocktower, what even was that?
-Not enough scare moments
-Would have been nice to see Carlos during the last part for Jill more, like what was he doing?!

Saying this, I believe that I enjoyed the game probably way more thanks to playing it together on stream with my community, as we always come up with some fun stuff. I don't think I would have enjoyed it as much if I would have just played it by myself. I do still recommend playing this, as overall it was fun.

Here's the rating:

Horror                       6/10
Action                       8/10
Puzzle                       5/10
Story                         5/10
Cheese Dialogue   8/10 (Carlos saved that one)

Overall:                     6/10",personal_story,Resident Evil 3 (2020 Remake)
Amazing game but nemesis is really annoying.,quick_take,Resident Evil 3 (2020 Remake)
"I heard many things about the RE 3 remake and was always curious to see what I think for it myself.  I think that even though this game is good, it feels like a step back from RE 2 remake.  It is more action packed and a lot shorter than the previous game. This feels like a story DLC for 2 remake and it even reuses models and environments from it too.  Nemesis could have been done a lot better too, after what they did with Mr. X in the previous game I was excited to see what they could do with him here.  Nemesis is mostly scripted and when he does free roam to get the player, it is frustrating and the amount of trial and error is astonishing.  I recommend you get this game on sale, it feels rushed and hollow at the same time but if you are RE fan, get it.",analysis,Resident Evil 3 (2020 Remake)
I love this resident evil it has my fave characters,personal_story,Resident Evil 3 (2020 Remake)
"I'm newer to RE. This remake wasn't nearly as interesting as the original, it was too easy, and the bossfights were about as lame as you could get. The very first bossfight in RE4 is better than the final boss of this one. Stick to the RE4 remake, that one is great. 
Here's exactly how the RE3 remake played out. I started playing the game, things ramped up slightly in the middle, and then it sort of just ended. I wasn't even a fan of this game's story. Entire game in 6 hours...",analysis,Resident Evil 3 (2020 Remake)
"Super fun game. Not quite as fun as the RE2 remake, but still really fun.",quick_take,Resident Evil 3 (2020 Remake)
"I haven't played the original game, so I can't tell you if this is a good remake or not, but what I can tell you is that I liked it and think it's pretty good. Though it is definitely not as scary as RE2.",personal_story,Resident Evil 3 (2020 Remake)
"Its good game but not as a remake from Resident Evil 3, but brand new Resident Evil 3 game, because its pretty diferent from the original Resident Evil 3 games",analysis,Resident Evil 3 (2020 Remake)
"Game was short but what is there is very well done. It just feel great to play. Capcom has been really cooking with these remakes and I am looking forward to RE4, which I have heard combines the best of RE2 and RE3. Well done Capcom and thanks for a good time!",analysis,Resident Evil 3 (2020 Remake)
"Short and sweet, a fun and focused experience. Not nearly as in-depth as RE2RE, a lot of the complex mechanics are simplified or flat-out removed, but, for me, not to it's detriment, for the most part. This vs RE2RE on hardcore is night and day, the dodging mechanic alone made this more fun because I felt I had more control, I hated getting grabbed in the previous title because it felt awful and damn near unfair at times, whereas in RE3RE if I missed the dodge I missed the dodge. The combat feels great just like the previous title, and the resource economy felt like there's enough to give you options, while still asking a bit of the player. The story is fine and I honestly loved the Jill and Carlos, especially the big man, and this is my favorite pairing since Chris and Sheva. Now I don't know if I would be as positive if I paid more than $8, for that price, absolutely, anything more or even $40, absolutely not. While I quite like this game, it's length makes me feel that this should have been an expansion or DLC for 2RE.",analysis,Resident Evil 3 (2020 Remake)
i need more of jill and carlos right NOW,quick_take,Resident Evil 3 (2020 Remake)
"RESIDENT EVIL 3 CAN BE GREAT TO WORST DEPENDING ON YOUR EXPECTATIONS FROM THE GAME.
Resident evil 3 for me is decent mainline title or for me it felt like a great expansion to the racoon city series. My first game in this series is Resident evil 2 which is an absolute banger of a game. I further played Resident evil 7 which has a completely different story which later connected to the main timeline, The main reason I continued with 7 because it was a completely different setting story but the roots are the survival horror of resident evil 2. Later  I played Resident evil 4 which i found to be good but it was completely action. I left 3 for the last because it was the one of the hated titles of the mainline series after Resident evil 6. I paid the least for Resident evil 3 compared any other mainline title. I went into the game just to get some more fun in the raccoon city setting and the events in the game are connected to Resident evil 2 which was enough for me to play it.  After completing it I enjoyed my time but I also felt how the game just felt like a filler or more like a spin off rather than its own thing. Original resident evil 3 was nothing like this it was its own thing it further explored the game mechanics and tried several new ones and was better than original resident evil 2 in every manner. But the RE3 remake just waters down every mechanic of RE2 remake making it feel like more like a DLC. The game has a lot lot more potential than what it is but sadly not utilized. Still the game is fun but short the map is nice to explore but its simple and has nothing worthy to revisit or backtrack. The puzzles are very less and very bad . Enemy types are fresh and Boss battles are good and feels new compared to all the mainline titles in the franchise. The horror is less action is more but it is good. The game has many problems fundamentally and logically but its still worth the experience. The performance is good but the optimization is bad there are a lot stutters, freezes although the reasons for this simple but its annoying. You have remove all overlay applications and lock your fps to get smooth fps with some rare stutters but still its a disappointment considering that this the only game in the franchise that i faced this problem with and has no clear solution or bug fix even after all these years. The game looks amazing the gameplay is fun, story just expands the lore in a different perspective. When to play the game completely depends on your expectations and price your gonna pay.
RESIDENT EVIL 3 IS A SHORT BUT FUN RIDE WITH MANY FLAWS AND IMPORTANTLY IT FEELS MORE LIKE AN EXPANSION TO RE2 WHICH IS DISAPPOINTING WHEN COMPARED TO THE ORIGINAL RE3 
TOTAL-7/10",analysis,Resident Evil 3 (2020 Remake)
"Well, the only good thing I can say about the game is the character models look really good and the graphics do look amazing. Other than that there's nothing that really separates it from Resident Evil 2 since a lot of the same assets were used and they caught a huge amount of the game out. Honestly Resident Evil 3 remake felt more like a glorified DLC for Resident Evil 2. Hell, Resident Evil 4 remake separate ways what's the double if not triple the length of Resident Evil 3 remake. I really do think they should go back and redo that game before they do Resident Evil 5 or anything like that because right now the only Resident Evil game that hasn't been that good that has released within the past 10 years was the Resident Evil 3 remake. Resident Evil 7 and 8 were awesome, Resident Evil 2 was amazing and Resident Evil 4 was a masterpiece. I'm not really sure why out of all the Resident Evil games they rushed Resident Evil 3 so badly.",analysis,Resident Evil 3 (2020 Remake)
"Maximum adrenaline, mountain of spent brass. Missed the tense puzzle-solving of RE2, but Jill's perfect dodge and Carlos's rifle turned Raccoon City into an absolute action-movie blast. 8/10, would get rocket-launched by a bioweapon in a trash bag again.",analysis,Resident Evil 3 (2020 Remake)
"Short, heavily cut, but decent for a single playthrough 
Pros:

The gameplay feels solid and polished for a one-time playthrough.

It's not a completely terrible experience if you catch it on a good sale.

Cons:

Short AF: The game is incredibly brief; you can finish it in just a few hours.

Scripted Nemesis: Unlike the terrifying stalker mechanics of Mr. X in RE2 Remake, the Nemesis chases here are heavily scripted set-pieces unlike og nemesis .

Cut Content: Almost 60% of the original PlayStation game's content is missing (like the Clock Tower area and choices), making the pacing feel highly inconsistent.

Final Verdict: 6/10. It is a decent one-time play, but it feels more like a rushed DLC than a full-price standalone remake. Buy it only on a deep discount.",analysis,Resident Evil 3 (2020 Remake)
"it was actually good , nice game",quick_take,Resident Evil 3 (2020 Remake)
"Fun gameplay. I think Jill’s attitude and overall characterisation is better than the original. I like the game’s linearity and short length (even tho others criticise the game for these aspects). I always come back to this RE remake specifically, more so than 2 or 4. Nuff said",analysis,Resident Evil 3 (2020 Remake)
great game. i enjoyed this remake for my first experience for re3,personal_story,Resident Evil 3 (2020 Remake)
jill and carlos need to make out,quick_take,Resident Evil 3 (2020 Remake)
I hate nemesis hes so freaking annoying. however jill valentine is very pretty so she makes up for how much i hate nemesis,analysis,Resident Evil 3 (2020 Remake)
"Do not let the title fool you: Resident Evil 3 (2020) pivots hard away from the Metroidvania puzzle-box design of the RE2 Remake. It trades branching paths and exploration for a highly linear, corridor-heavy experience that feels much closer to the action-packed pacing of Resident Evil 4. It is one of the harder games in the modern engine, but it comes with a lot of structural compromises.

THE GOOD (Characters & Combat Tension):

The Protagonists: The characterization here is fantastic. Jill and Carlos are incredibly well-written. The expanded roles for minor characters like Tyrell and Mikhail are a massive highlight—Mikhail in particular is handled brilliantly, portrayed as a man who respects Jill and genuinely cares about the civilian collateral damage.

Nemesis: The boss fights against Nemesis are consistently intense. Whether it is a scripted set-piece or a dynamic encounter, he demands absolute respect and keeps the adrenaline high.

Zombie Sponginess: Surprisingly, standard zombies have significantly more HP this time around. This actually enhances the survival horror aspect slightly compared to RE2R, forcing you to really commit to taking a target down or burning resources.

THE MIXED (Mechanics & Combat Loop):

The Knife Economy: The knife was tweaked from RE2R. It is now infinite (a massive buff), but it takes up a permanent inventory slot and does less damage. I found myself using it to down enemies constantly, which ironically made me ignore the new dodge mechanic.

The Dodge: The dodge mechanic is back and incredibly responsive. It works exactly as intended, even if you can largely get by just using knife-downs.

Lazy Defense: The brilliant sub-weapon defensive items (shoving grenades/knives into grab attacks) from RE2R are gone. They were replaced by button-mashing QTEs, which feels like a massive, lazy step backward for the combat mechanics.

THE UGLY (Cut Content & Puzzles):

The Chopping Block: The biggest sin of this remake is the cut content. The iconic Clock Tower is reduced to a background skybox, the Gravedigger boss is completely missing, and the game ends in another NEST facility, which feels highly repetitive.

Nikolai's Rewrite: The voice performance for Nikolai is great, but his narrative rewrite is weak. Changing his motivation from pure corporate greed to being a vague ""grunt for a rival company"" that is never fully explained robs him of his agency as a villain.

Zero Brain Power: The original RE3 had some genuinely challenging puzzles. This remake has exactly one. It completely abandons the puzzle-solving core of the franchise.

VERDICT:
It is a fine, high-octane game, but it is incredibly short and suffers from annoying cut content. Structurally and chronologically, this feels like it should have been packaged as a $30 standalone DLC for the RE2 Remake rather than a full-priced release. Catch it on a deep sale.",analysis,Resident Evil 3 (2020 Remake)
Shoutout raccoon city im really from there gang. RIP Tyrell. LLT.,quick_take,Resident Evil 3 (2020 Remake)
"In a different age, this would have been sold as an expansion pack for the RE2 Remake. Buy it on sale.",analysis,Resident Evil 3 (2020 Remake)
ngl this one's pretty weak but if you get it 95% off it's an ok 2 hour movie,analysis,Resident Evil 3 (2020 Remake)
"a little heavy on the action scenes, but the dodge is effective",analysis,Resident Evil 3 (2020 Remake)
"game gets too much shade. i think its very good, its just RE2R was so great and all the things this game did different were a few steps down. it will always be compared to its predecessor. 
i think its better in RE2R in some ways too though. liked the story and cutscenes a lot more, some gameplay/combat improvements, and nemesis is extremely cool. definitely worth playing and by no means a bad game.",analysis,Resident Evil 3 (2020 Remake)
This was an extremely fun game. I have seen comments that this remake cuts alot of contents from the original but I have never played it so i don't know how to compare it to that. The only issue for me is that the game is relatively short and I would recommed that you buy it when it is on sale.,analysis,Resident Evil 3 (2020 Remake)
"Overall score - 6/10

SPOILERS BELOW!

The black sheep of the remakes. However, don't let that foreboding title turn you away from Resident Evil 3 Remake. This was the second Resident Evil game I had ever played (coming from RE2R) and I had a ton of fun on my first playthrough, probably the most fun I've had while playing a Resident Evil game. Nemesis was terrifying during his encounters. I really enjoyed playing as Jill and Carlos. Running around Raccoon City and figuring out how to progress was tedious, but it paid off. Of course, now that I've played RE3 OG and seen what we could have had... I must say that it's a huge let down. RE3R is an insanely short game compared to its sister game, RE2R, and even it's original. It cut recognizable locations like the Clocktower and the Park, and it really lacks a lot of substance. One of my least favorite aspects of RE3R is the fact that they try so hard to push Nikolai as the ""real"" bad guy opposed to Nemesis, the bio-engineered super soldier that was sent to kill you. The handling of Nemesis overall was poor. The game immediately strips him of any inkling that he is highly intelligent by turning him into a dog beast, and then a literal mush monster by the end of the game. RE3R had a lot of potential, and unfortunately I don't think we'll see a proper remake of RE3 for a long time.",analysis,Resident Evil 3 (2020 Remake)
"Great game, RE 2 has a smidge more content but REALLY solid game and I enjoyed every minute of it",analysis,Resident Evil 3 (2020 Remake)
GRATE GAME BUT BE WAREND ITS SHORT,quick_take,Resident Evil 3 (2020 Remake)
It's cool if you are a fan of the Lore. VERY short compared to RE1 and RE2. puzzles are easy games is pretty straight forward. just to compare RE1 Remake took me about 18 hours the first time around this took 5.,analysis,Resident Evil 3 (2020 Remake)
I love this its fun and its easier than re2 remake,quick_take,Resident Evil 3 (2020 Remake)
One of the best horror games i have ever played,quick_take,Resident Evil 3 (2020 Remake)
"Nice game , on sale < 10$ 
Much like the other RE games.
Good fight ,Good finish, 7/10",analysis,Resident Evil 3 (2020 Remake)
It's a good story. 7 or 8 out of 10,quick_take,Resident Evil 3 (2020 Remake)
"gameplay - 9 / 10, story - 10 / 10, Nemesis - 10 / 10, Zombies - 7 / 10",analysis,Resident Evil 3 (2020 Remake)
so If you like linear story games with a lot of action and if you are into zombie stuff this is for you,analysis,Resident Evil 3 (2020 Remake)
Esta bueno pero muy corto tambien senti repetitivo lo del nemesis se parece al señor x del re2 solo que este es mas agresivo,analysis,Resident Evil 3 (2020 Remake)
"When I played on my 1st playthrough I though the game was so short and lame for a remake.  After couple of years decided to play it again, I still think it's very short but I was wrong for calling it lame, It's at least an OK game for me. Managed to get all achievements, quite fun to do them. Hope they do better for next RE games or RE remakes.",personal_story,Resident Evil 3 (2020 Remake)
Jill and Carlos very sigma in big six seven good,quick_take,Resident Evil 3 (2020 Remake)
A solid Resident Evil game which falls behind its prequel (RE2) and sequel (RE4).,analysis,Resident Evil 3 (2020 Remake)
"Not comparing it to the original, it's a good game, pretty overhated. A little short, Nemesis was a downgrade compared to Mr. X, and there aren't any fun modes after it (not counting REsistance, havent played yet). 
Great buy...on sale.",analysis,Resident Evil 3 (2020 Remake)
